nr,country,year,govexp,fr,fr1,fr2,er,er1,er2,rr,bbr,bbr1,bbr2,bbr_d,dr,er_nat_basis,er_nat_2lvls,rr_nat_basis,bbr_nat_basis,bbr_nat_2lvls,dr_nat_basis,er_sup_basis,rr_sup_basis,bbr_sup_basis,dr_sup_basis,er_nat_mn,rr_nat_mn,bbr_nat_mn,dr_nat_mn,er_sup_mn,rr_sup_mn,bbr_sup_mn,dr_sup_mn,er_nat_enf,rr_nat_enf,bbr_nat_enf,dr_nat_enf,er_sup_enf,rr_sup_enf,bbr_sup_enf,dr_sup_enf,ceil,ind,ind_mn,frl,reg_gk,ref_gk,gk,debt_ratio,def_ratio,ratio65,five,bailout,gdp,pop,debt,ln_govexp,govexp_growth,ln_gdp,gdp_growth,ln_pop,pop_growth,ln_debt,debt_growth,consultation,inpatient_discharge,inpatient_discharge_mil,length,curative_discharge_mil,occupancy_rate,mand,mand_us
1,Australia,1985,16006.9,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,1,1,,-4.97553550906512,10.3,0,0,403435812726.674,15788310,,9.6807747,,26.723284,,16.57478,,,,5.4,,,8.699999999999999,,,0,0
1,Australia,1986,16657.2,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,1,1,,-3.35313036996077,10.5,0,0,411303831392.773,16018350,,9.7205982,.039823532,26.742598,.019313812,16.589245,.014465332,,,5.5,,,,,,0,0
1,Australia,1987,17108.6,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,1,1,,-1.60873214748614,10.7,0,0,432836651558.452,16263870,,9.7473364,.026738167,26.793627,.051029205,16.604456,.015211105,,,5.7,,,8.199999999999999,,,0,0
1,Australia,1988,17169.4,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,1,1,,-.902684125810241,10.8,0,0,452789110496.352,16532160,,9.7508841,.0035476685,26.838692,.045064926,16.620817,.016361237,,,5.9,,,,,,0,0
1,Australia,1989,17725.9,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,17.055,-1.93968610642289,11,0,0,471743882737.408,16814420,80455919200.86494,9.7827826,.031898499,26.879702,.041009903,16.637747,.016929626,25.110975,,6.2,,,7.9,,,0,0
1,Australia,1990,18344.2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,16.442,-3.14815038029001,11.1,0,0,478281439974.553,17065130,78639034360.61601,9.8170691,.034286499,26.893465,.013763428,16.652548,.014801025,25.088135,-.0228405,6.1,,,,,,0,0
1,Australia,1991,19205.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,21.627,-5.66528029659965,11.3,0,0,471848432653.244,17284040,102046660529.9171,9.8629313,.045862198,26.879923,-.013542175,16.665295,.012746811,25.348696,.26056099,6.3,,,7.3,,,0,0
1,Australia,1992,20113.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,27.65,-6.04817002988947,11.5,0,0,485819233906.489,17479000,134329018175.1442,9.9091663,.046235085,26.909103,.029180527,16.67651,.01121521,25.623558,.27486229,6.6,,,7.3,,,0,0
1,Australia,1993,20908.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,30.65,-4.27739297409433,11.6,0,0,506149730040.062,17635000,155134892257.279,9.947916,.038749695,26.950098,.040994644,16.685396,.0088863373,25.767561,.14400291,6.8,,,7.1,,,0,0
1,Australia,1994,21774.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,31.763,-3.98503493060292,11.8,0,0,529461173773.916,17805000,168172752625.809,9.9884768,.040560722,26.995125,.045026779,16.69499,.0095939636,25.848257,.080696106,6.5,,,7.1,,,0,0
1,Australia,1995,23061.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,31.123,-2.68092105263158,11.9,0,0,548253383645.838,18005000,170632900592.0942,10.045911,.057434082,27.030003,.034877777,16.70616,.011169434,25.86278,.014522552,6.7,,,6.7,,,0,0
1,Australia,1996,24257.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,29.317,-.846968861227548,12,0,0,569595591464.964,18225000,166988339549.7835,10.096489,.050578117,27.068192,.038188934,16.718306,.012145996,25.84119,-.021589279,6.8,,,6.8,,,0,0
1,Australia,1997,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,25.90800000000001,.510804700014779,12.1,0,0,591299898992.593,18423000,153193977831.001,10.165852,.06936264,27.105589,.037397385,16.729111,.01080513,25.754971,-.086219788,6.7,,,6.7,,,0,0
1,Australia,1998,28114.4,1,0,0,0,0,0,1,1,0,0,1,1,0,0,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,23.754,.775502504663495,12.2,0,0,621696512022.755,18608000,147677789465.8852,10.244038,.078186035,27.155718,.050128937,16.739101,.0099906921,25.718298,-.036672592,6.7,,,6.5,,,0,0
1,Australia,1999,30413.4,1,1,0,0,0,0,1,1,1,0,1,1,0,0,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,22.588,2.06877868048577,12.3,0,0,646739404362.761,18812000,146085496657.4605,10.322639,.078600883,27.19521,.039491653,16.750006,.010904312,25.707458,-.010839462,6.6,,,6.5,,,0,0
1,Australia,2000,31560.7,1,1,1,0,0,0,1,1,1,1,1,1,0,0,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,19.559,-1.07640016392025,12.4,0,0,668620299248.234,19029000,130775444329.9621,10.359668,.037029266,27.228481,.03327179,16.761475,.011468887,25.596748,-.11071014,6.4,,,6.3,,,0,0
1,Australia,2001,32875.8,1,1,1,0,0,0,1,1,1,1,1,1,0,0,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,17.177,-.676543826023244,12.5,0,0,686091610183.505,19275000,117849955881.2207,10.400492,.040823936,27.254276,.025794983,16.774319,.012844086,25.492678,-.10407066,6.4,,,6.5,,,0,0
1,Australia,2002,35169.2,1,1,1,0,0,0,1,1,1,1,1,1,0,0,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,15.062,.813892496752922,12.6,0,0,713305825775.5551,19495000,107438123478.3141,10.467926,.067434311,27.293177,.038900375,16.785669,.011350632,25.400181,-.092496872,6.3,,,6.4,,,0,0
1,Australia,2003,36349.8,1,1,1,0,0,0,1,1,1,1,1,1,0,0,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13.208,.815137572605991,12.7,0,0,734750671012.056,19721000,97045868627.27237,10.500944,.033018112,27.322798,.029621124,16.797195,.011526108,25.29845,-.10173035,6.1,,,6.3,,,0,0
1,Australia,2004,38686.6,1,1,1,0,0,0,1,1,1,1,1,1,0,0,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,11.942,1.01396094493177,12.8,0,0,763825747606.079,19933000,91216070779.11795,10.563249,.062304497,27.361605,.038806915,16.807888,.010692596,25.236498,-.061952591,6.1,,,6.3,,,0,0
1,Australia,2005,39225.4,1,1,1,0,0,0,1,1,1,1,1,1,0,0,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,10.891,1.68044397484196,12.9,0,0,788591327669.327,20177000,85885481496.46642,10.57708,.013831139,27.393515,.031909943,16.820053,.01216507,25.176281,-.060216904,6.1,,,6.1,15443.8,,0,0
1,Australia,2006,40687.1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,9.959,1.58872156784785,13,0,0,809790098103.923,20451000,80646995870.16969,10.613667,.036586761,27.42004,.026525497,16.833542,.01348877,25.113348,-.062932968,6.2,3361408,16436.4,6.2,15666.8,,0,0
1,Australia,2007,43206.4,1,1,1,0,0,0,1,1,1,1,1,1,0,0,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,9.677,.662596853322874,13.1,0,0,846429743608.327,20828000,81909006288.9778,10.673744,.060077667,27.464293,.044252396,16.851809,.018266678,25.128876,.015527725,6.3,3445244,16541.7,6.2,15757.9,,0,0
1,Australia,2008,44895.9,1,1,1,0,0,0,1,1,1,1,1,1,0,0,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,11.741,-3.8710836030415,13.2,0,0,867715213973.129,21249000,101878443272.5851,10.712102,.038357735,27.48913,.024837494,16.87182,.020011902,25.347046,.21817017,6.5,3503903,16489.6,6,15678.2,,0,0
1,Australia,2009,47808.8,1,1,1,1,0,0,1,1,1,1,1,1,3,1,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,16.758,-5.60982173771222,13.3,0,0,881884915066.256,21692000,147786274066.8032,10.774965,.06286335,27.505327,.016197205,16.892454,.020633698,25.719032,.37198639,6.6,3613379,16657.9,5.9,15801.5,,0,0
1,Australia,2010,47798.8,1,1,1,1,1,0,1,1,1,1,1,1,3,1,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,20.497,-4.49136221932976,13.6,0,0,902317411117.717,22032000,184947999756.7985,10.774755,-.00020980835,27.528233,.02290535,16.908007,.015552521,25.94334,.22430801,6.6,3732133,16939.8,5.8,16017.1,,0,0
1,Australia,2011,50727,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,24.243,-4.51756686245763,13.8,0,0,926122279454.355,22340000,224519824208.1193,10.834213,.059457779,27.554272,.026039124,16.92189,.013883591,26.13723,.19388962,6.7,3877315,17355.9,5.8,16362.7,,0,0
1,Australia,2012,51900,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,27.858,-2.96867650715076,14.2,0,0,960114389590.075,22728000,267468666652.0031,10.857074,.022860527,27.590319,.036046982,16.939108,.017217636,26.312269,.17503929,6.9,3942920,17348.1,5.6,16317.5,,0,0
1,Australia,2013,,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,30.903,-3.0755191603064,14.4,0,0,979790811250.1899,23126000,302784754400.6462,,,27.610605,.02028656,16.956469,.017360687,26.436289,.12401962,7.1,4004673,17323.2,5.5,16322.2,,0,0
1,Australia,2014,,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,33.881,-2.7981505498164,14.7,0,0,1006593202173.77,23491000,341043842828.495,,,27.637592,.026987076,16.972128,.015659332,26.555277,.11898804,7.3,4100654,17478.8,5.5,16451.5,,0,0
2,Austria,1985,7829.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,14.1,0,0,200028662332.034,7564984,,8.9656544,,26.021727,,15.839041,,,,5.5,,,,,,1,1
2,Austria,1986,8159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,14.2,0,0,204632107508.819,7569794,,9.0068769,.041222572,26.044479,.022752762,15.839677,.00063610077,,,5.5,,,,,,1,1
2,Austria,1987,8656.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,14.4,0,0,207409309014.396,7574585,,9.0660772,.059200287,26.057961,.01348114,15.840309,.00063228607,,,5.6,,,,,,1,1
2,Austria,1988,8875.700000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.493,,14.6,0,0,214245271413.171,7585317,123176033893.5744,9.0910721,.02499485,26.090387,.032426834,15.841725,.0014162064,25.53688,,5.8,,,,,,1,1
2,Austria,1989,9165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.458,,14.8,0,0,222573145322.412,7619566,125660346386.1274,9.123147,.032074928,26.128521,.038133621,15.84623,.0045042038,25.556849,.019968033,5.8,1645669,21597.9,12,20855.8,75.90000000000001,1,1
2,Austria,1990,11643.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.057,,14.8,0,0,232245376379.216,7677850,130189790636.8971,9.3625288,.23938179,26.171061,.042539597,15.85385,.0076208115,25.592258,.035409927,5.9,1702028,22168,12.5,21241.6,79.90000000000001,1,1
2,Austria,1991,12151.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.26,,14.9,0,0,240238396920.668,7754890,135158122107.5678,9.4052162,.042687416,26.204897,.033836365,15.863834,.0099840164,25.629711,.037452698,5.9,1722118,22206.9,12.1,21296.1,77.8,1,1
2,Austria,1992,12956.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.153,,14.9,0,0,245267847174.617,7840709,137725254223.9627,9.4693375,.064121246,26.225616,.020719528,15.87484,.011005402,25.648527,.018815994,6,1729862,22062.6,11.9,21204.2,76.7,1,1
2,Austria,1993,13925.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.765,,14.9,0,0,246559941395.43,7905632,149822148388.933,9.5414982,.072160721,26.230871,.0052547455,15.883086,.0082464218,25.732716,.084188461,6.1,1755415,22204.6,11.6,21305.8,77.2,1,1
2,Austria,1994,15056.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.863,,14.9,0,0,252482604018.461,7936117,161242965404.3098,9.6195784,.078080177,26.254608,.023736954,15.886934,.0038480759,25.806179,.07346344,6.2,1814810,22867.7,11.2,21946.6,77,1,1
2,Austria,1995,15203.8,1,0,0,0,0,0,0,1,0,0,2,2,0,0,0,3,1,0,0,0,4,4,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,68.017,-6.14789824007156,15.1,0,0,259218798649.096,7948278,176312850277.1556,9.6293011,.0097227097,26.280939,.026330948,15.888466,.001531601,25.895525,.089345932,6.3,1835541,23093.6,11.2,22130.4,79.3,1,1
2,Austria,1996,15440.1,1,1,0,0,0,0,0,1,1,0,2,2,0,0,0,3,1,0,0,0,4,4,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,67.959,-4.3574919941636,15.2,0,0,265435680153.153,7959016,180387433875.2813,9.6447229,.015421867,26.304638,.023698807,15.889816,.0013504028,25.918373,.022848129,6.3,1865326,23436.6,12.3,22429.2,80,1,1
2,Austria,1997,16064,1,1,1,0,0,0,0,1,1,1,2,2,0,0,0,3,1,0,0,0,4,4,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,63.194,-2.38888940812814,15.3,0,0,271942181612.343,7968041,171851142248.104,9.6843357,.03961277,26.328856,.024217606,15.890949,.0011329651,25.869894,-.04847908,6.2,1953589,24517.8,10.9,23355.6,73.3,1,1
2,Austria,1998,16940.3,1,1,1,0,0,0,0,1,1,1,2,2,0,0,0,3,1,0,0,0,4,4,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,63.60600000000001,-2.72436261602581,15.3,0,0,281565826198.097,7976788,179092759411.5616,9.7374506,.053114891,26.363632,.034776688,15.892046,.0010967255,25.911169,.041275024,6.5,2017870,25296.8,10.6,24079.2,76.5,1,1
2,Austria,1999,17880.7,1,1,1,0,0,0,0,1,1,1,3,2,0,0,0,3,1,0,0,0,4,4,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,66.426,-2.59688003534391,15.4,0,0,291196329757.158,7992323,193430074004.4898,9.7914772,.054026604,26.397264,.033632278,15.893992,.0019464493,25.988182,.077013016,6.7,2059190,25764.6,10.1,24518.5,75.40000000000001,1,1
2,Austria,2000,18257.4,1,1,1,0,0,0,0,1,1,1,3,2,0,0,0,3,1,0,0,0,4,4,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,65.864,-2.04857855762103,15.4,0,0,302030294370.341,8011566,198929233084.0814,9.8123255,.020848274,26.433794,.036529541,15.896397,.002404213,26.016214,.028032303,6.7,2077666,25933.3,9.800000000000001,24664.5,74.3,1,1
2,Austria,2001,18506.3,1,1,1,0,0,0,0,1,1,1,3,2,0,0,0,3,1,0,0,0,4,4,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,66.484,-.616254712495947,15.4,0,0,305869473964.219,8042293,203354261070.3713,9.8258667,.013541222,26.446424,.012630463,15.900225,.0038280487,26.038216,.022001266,6.7,2095652,26057.9,8.4,25042.3,75.3,1,1
2,Austria,2002,19012.5,1,1,1,0,0,0,0,1,1,1,3,2,0,0,0,3,1,0,0,0,4,4,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,66.291,-1.34483621822369,15.5,0,0,310382761582.858,8082121,205755836480.8924,9.8528519,.026985168,26.461073,.014648438,15.905165,.004940033,26.049955,.011739731,6.7,2133069,26393,8.4,25322.5,75.90000000000001,1,1
2,Austria,2003,19424.6,1,1,1,0,0,0,0,1,1,1,3,2,0,0,0,3,1,0,0,0,4,4,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,65.492,-1.76568553929812,15.4,0,0,313017418954.36,8118245,205001368021.5895,9.8742952,.021443367,26.469524,.0084514618,15.909624,.0044593811,26.046282,-.0036735535,6.7,2160190,26598.7,8,25577.2,76.59999999999999,1,1
2,Austria,2004,20097.4,1,1,1,0,0,0,0,1,1,1,3,2,0,0,0,3,1,0,0,0,4,4,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,64.80200000000001,-4.77610775958197,15.4,0,0,320547925200.869,8169441,207721466488.6671,9.9083462,.034050941,26.493298,.023773193,15.915911,.0062866211,26.059464,.013181686,6.7,2235961,27361.3,8.4,26172.5,79.40000000000001,1,1
2,Austria,2005,20535.5,1,1,1,0,0,0,0,1,1,1,3,2,0,0,0,3,1,0,0,0,4,4,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,68.315,-2.51032323917011,15.9,0,0,328155121946.399,8225278,224179171557.6824,9.9299107,.021564484,26.516752,.023454666,15.922723,.0068120956,26.135712,.076248169,6.7,2247605,27317.1,8,26119.8,77.40000000000001,1,1
2,Austria,2006,21152.2,1,1,1,0,0,0,0,1,1,1,3,2,0,0,0,3,1,0,0,0,4,4,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,67.044,-2.4986828180938,16.4,0,0,340144622736.107,8267948,228046560867.1956,9.9594994,.029588699,26.552637,.035884857,15.927896,.0051736832,26.152815,.017103195,6.7,2286766,27655.9,7.9,26413.7,78,1,1
2,Austria,2007,21918.7,1,1,1,0,0,0,0,1,1,1,3,2,0,0,0,3,1,0,0,0,4,4,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,64.80800000000001,-1.31650812116201,16.9,0,0,352038686117.075,8295189,228149231698.754,9.9950953,.035595894,26.587008,.034370422,15.931187,.0032901764,26.153265,.00045013428,6.8,2317299,27934.4,7.9,26624.5,77.7,1,1
2,Austria,2008,22882.4,1,1,1,0,0,0,0,1,1,1,3,2,0,0,0,3,1,0,0,0,4,4,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,68.518,-1.44848571606402,17.1,0,0,356173751029.509,8321541,244043130730.399,10.038123,.043027878,26.598684,.011676788,15.934358,.0031709671,26.220612,.067346573,6.9,2339550,28114.5,7.9,26728.8,78.5,1,1
2,Austria,2009,23153.9,1,1,1,0,0,0,0,1,1,1,3,2,0,0,0,3,1,0,0,0,4,4,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,79.726,-5.31737559137625,17.4,0,0,343501280925.373,8341483,273859831230.5629,10.049918,.011795044,26.562456,-.03622818,15.936751,.0023937225,26.335882,.11527061,6.9,2328867,27913,7.8,26515.8,77.90000000000001,1,1
2,Austria,2010,23457.8,1,1,1,0,0,0,0,1,1,1,3,2,0,0,0,3,1,0,0,0,4,4,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,82.288,-4.44779255161178,17.6,0,0,349594766906.447,8361069,287674541791.9771,10.062959,.013040543,26.58004,.017583847,15.939096,.0023450851,26.385096,.049213409,6.9,2311392,27637,7.9,26182,77,1,1
2,Austria,2011,23652.7,1,1,1,0,0,0,0,1,1,1,3,2,0,0,0,3,1,0,0,0,4,4,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,82.06999999999999,-2.55737058593214,17.6,0,0,360039547765.298,8388534,295484456850.98,10.071233,.0082740784,26.60948,.029439926,15.942376,.003279686,26.411882,.026786804,6.9,2302892,27442.7,7.8,25933.3,76.3,1,1
2,Austria,2012,24379.1,1,1,1,0,0,0,0,1,1,1,3,2,0,0,0,3,1,0,0,0,4,4,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,81.54000000000001,-2.16964003373286,17.8,0,0,362713281796.232,8426311,295756409976.6476,10.101481,.030248642,26.616879,.0073986053,15.94687,.0044937134,26.412802,.00091934204,6.8,2278592,27029.6,7.9,25371,75.2,1,1
2,Austria,2013,24401.3,1,1,1,1,0,0,0,1,1,1,3,2,3,1,0,3,1,0,0,0,4,4,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,80.828,-1.31178849539797,18,0,0,363677846901.493,8468570,293953530093.5388,10.102391,.0009098053,26.619534,.0026550293,15.951872,.0050020218,26.406687,-.0061149597,6.8,2251959,26558.1,8.1,24848.3,75.40000000000001,1,1
2,Austria,2014,,1,1,1,1,1,0,0,1,1,1,3,2,3,1,0,3,1,0,0,0,4,4,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,84.45,-2.70267832634372,18.3,0,0,365388343178.723,,308570455814.4316,,,26.624228,.004693985,,,26.455215,.048528671,6.8,2244340,26275.5,8.199999999999999,24497.6,75,1,1
3,Belgium,1985,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,118.895,,13.7,0,0,250968611700.889,9858308,298389130881.772,,,26.248594,,16.103825,,26.421665,,,,,,,,1,1
3,Belgium,1986,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,124.156,,14,0,0,255543172506.901,9861823,317272181257.668,,,26.266657,.018062592,16.104181,.00035667419,26.483027,.061361313,,,,,,83.3,1,1
3,Belgium,1987,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,128.695,,14.2,0,0,261437683191.187,9870233,336457226382.8981,,,26.289461,.02280426,16.105034,.00085258484,26.541737,.058710098,,,,,,85.90000000000001,1,1
3,Belgium,1988,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,129.151,,14.3,0,0,273785931112.17,9901664,353597267890.6787,,,26.335613,.046152115,16.108213,.0031795502,26.591425,.049688339,,,,,,83,1,1
3,Belgium,1989,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,125.887,,14.6,0,0,283284021773.87,9937697,356617756490.4717,,,26.369717,.034103394,16.111845,.0036315918,26.59993,.0085048676,,,,,,82.2,1,1
3,Belgium,1990,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,129.77,,14.8,0,0,292171781629.023,9967378,379151321019.9832,,,26.400608,.030891418,16.114828,.0029830933,26.661201,.061271667,7.4,,,,,81.90000000000001,1,1
3,Belgium,1991,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,131.254,,15,0,0,297527507462.552,10004490,390516754644.898,,,26.418772,.018163681,16.118544,.0037155151,26.690737,.029535294,7.6,,,,,83.09999999999999,1,1
